geom,Num_Occupants,Num_MotorVehicles,Fatalities_calc,SuspectedSeriousInjury_calc,NonMotorist_calc,Aggregated_Non_Motorist_txt,CityTownship,CountyNameTxt,Region,Zipcode_txtCARTO,TribalLand_txtCARTO,InjuryLevel,ExceedingSpeedLimitInd_boolCARTO,Seatbelt_boolCARTO,DistractedDrivingCde_boolCARTO,AlcoholSuspectedCde_txtCARTO,DrugSuspectedCde_txtCARTO,WeatherCde_txtCARTO,SurfaceConditionCde_txtCARTO,RdwyTypeCde_txtCARTO,RelativeLocIntersectCde,PostedSpeedNbr_binCARTO,WorkZoneInd_txtCARTO,DateOfIncident,AgencyIdNbr_txtCARTO,Injuries_calc,LatDec,LongDec,RdwyNameTxt,LocalCodeTxt,doi_date,doi_time,doi_dow_txtCARTO,HitAndRunInd_txtCARTO,VehicleMakeModelYearTxt_list,VehicleTypeCde_txtCARTO_list,doi_hour_txtCARTO,CrashType,CrashDetail
POINT(-93.35648033 45.09424817),2,2,0,1,0,Motorist Only,BROOKLYN PARK,HENNEPIN,Metro,55443,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-06 17:10:00,Brooklyn Park Police Dept,2,45.09424817,-93.35648033,BROOKLYN BLVD,25-029832,"August 06, 2025",05:10:00 PM,Wednesday,"No, Did not Leave Scene","2013 TOYOTA CAMRY, 2010 MERCEDES BENZ C","Passenger Car, Passenger Car",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.42902394 45.45578164),1,1,0,0,0,Motorist Only,COLD SPRING,STEARNS,East Central,56320,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-06 11:40:00,Cold Spring/Richmond Police Dept,0,45.45578164,-94.42902394,CSAH 2,25003137,"August 06, 2025",11:40:00 AM,Wednesday,"No, Did not Leave Scene",2012 FREIGHTLINER CASCADIA 125,"Medium / Heavy Trucks (More than 10,000lbs)",11:00 AM - 11:59 AM,Did Not Describe,Other - Non-Collision
POINT(-93.28525685 45.17913431),2,2,0,0,0,Motorist Only,COON RAPIDS,ANOKA,Metro,55448,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-06 18:04:00,Coon Rapids Police Dept,0,45.17913431,-93.28525685,NORTHDALE BLVD NW,25172842,"August 06, 2025",06:04:00 PM,Wednesday,"No, Did not Leave Scene","2019 DODGE GRAND CARAVAN, 2004 VOLVO XC70","Passenger Van (Seats Installed Behind Driver), Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.36001728 45.03270053),2,2,0,0,0,Motorist Only,CRYSTAL,HENNEPIN,Metro,55422,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,Yes,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-06 22:54:00,Crystal Police Dept,0,45.03270053,-93.36001728,DOUGLAS DR,CY25004552,"August 06, 2025",10:54:00 PM,Wednesday,"No, Did not Leave Scene","2024 JEEP (POST 1988) COMPASS, 2013 TOYOTA CAMRY","Sport Utility Vehicle, Passenger Car",10:00 PM - 10:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.52613951 45.04563846),3,2,0,0,0,Motorist Only,MEDINA,HENNEPIN,Metro,55340,Not on Tribal Land,Possible Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,41 - 55 MPH,No,2025-08-06 17:31:00,Medina Police Dept,1,45.04563846,-93.52613951,CO RD 101,25004593,"August 06, 2025",05:31:00 PM,Wednesday,"No, Did not Leave Scene","2024 VOLVO XC60, 2023 FORD F150","Sport Utility Vehicle, Pickup",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.28168532 44.99634644),5,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55411,Not on Tribal Land,Possible Injury,No,Not Completely,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-06 15:23:00,Metropolitan Transit Police Dept,4,44.99634644,-93.28168532,WASHINGTON AVE N,25006588,"August 06, 2025",03:23:00 PM,Wednesday,"No, Did not Leave Scene","2017 JEEP (POST 1988) CHEROKEE, 2013 GILLIG G27D102N4","Passenger Car, Transit Bus",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.28798955 44.96072011),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55405,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-06 12:18:00,Minneapolis Police Dept,0,44.96072011,-93.28798955,LYNDALE AVE S,25-221098,"August 06, 2025",12:18:00 PM,Wednesday,"No, Did not Leave Scene","2019 KIA MOTORS FORTE, 2005 CHEVROLET SILVERADO","Passenger Car, Passenger Car",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.29682652 45.01315754),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55411,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-06 08:51:00,Minneapolis Police Dept,0,45.01315754,-93.29682652,LOWRY AVE N,25-220901,"August 06, 2025",08:51:00 AM,Wednesday,"No, Did not Leave Scene","2012 CHEVROLET CAPTIVA, 2011 TOYOTA CAMRY","Sport Utility Vehicle, Passenger Car",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.22665437 45.00554815),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55418,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,21 - 30 MPH,No,2025-08-06 21:50:00,Minneapolis Police Dept,0,45.00554815000001,-93.22665437,STINSON BLVD NE,25-221667,"August 06, 2025",09:50:00 PM,Wednesday,"No, Did not Leave Scene","2018 HONDA CRV, 2017 CHEVROLET MALIBU","Sport Utility Vehicle, Passenger Car",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.28805953 44.9563444),4,4,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55405,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-06 14:42:00,Minneapolis Police Dept,0,44.9563444,-93.28805953,LYNDALE AVE S,25221249,"August 06, 2025",02:42:00 PM,Wednesday,"No, Did not Leave Scene","2017 FORD ESCAPE, 2017 FORD FUSION, 2013 BMW X3, 2022 FORD TRANSIT","Sport Utility Vehicle, Passenger Car, Passenger Car, Other Light Trucks (10,000lbs or Less)",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.77044904 45.2596747),1,1,0,0,0,Motorist Only,MONTICELLO,WRIGHT,East Central,55362,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-06 16:50:00,Wright County Sheriff,0,45.259674699999991,-93.77044904,CSAH 37 NE,25021788,"August 06, 2025",04:50:00 PM,Wednesday,"No, Did not Leave Scene",2015 CHEVROLET IMPALA,Passenger Car,4:00 PM - 4:59 PM,Collision w/ Fixed Object,Roadway Sign or Signal Structure
POINT(-96.72028542 46.84463612),3,3,0,0,0,Motorist Only,MOORHEAD,CLAY,West Central,56560,Not on Tribal Land,Possible Injury,No,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,Driveway Access Related,41 - 55 MPH,No,2025-08-06 13:11:00,MN State Patrol District 2900 - Detroit Lakes,1,46.84463612,-96.72028542,CSAH 52,25901479,"August 06, 2025",01:11:00 PM,Wednesday,"No, Did not Leave Scene","2005 GMC NEW SIERRA, 2016 SUBARU OUTBACK, 2018 JEEP (POST 1988) RENEGADE","Pickup, Passenger Car, Passenger Car",1:00 PM - 1:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.3473826 45.31973785),4,3,0,0,0,Motorist Only,OAK GROVE,ANOKA,Metro,55011,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Cloudy,Dry,County State Aid Highway - CSAH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-06 07:39:00,Anoka County Sheriff,0,45.31973785,-93.3473826,LAKE GEORGE BLVD NW,25172282,"August 06, 2025",07:39:00 AM,Wednesday,"No, Did not Leave Scene","2006 CHEVROLET EQUINOX, 2021 CHEVROLET EQUINOX, 2020 FORD ESCAPE","Passenger Car, Passenger Car, Passenger Car",7:00 AM - 7:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.45070318 45.00834811),2,2,0,1,0,Motorist Only,PLYMOUTH,HENNEPIN,Metro,55441,Not on Tribal Land,Suspected Serious Injury,No,Yes,No,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-06 08:57:00,Plymouth Police Dept,1,45.00834811,-93.45070318,NORTHWEST BLVD,25030620,"August 06, 2025",08:57:00 AM,Wednesday,"No, Did not Leave Scene","2024 GRUMMAN-OLSEN LLV, 2013 FORD C-MAX","Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver), Sport Utility Vehicle",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.21895623 45.55349965),2,2,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56387,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Cloudy,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-06 11:35:00,Waite Park Police Dept,0,45.55349965,-94.21895623,DIVISION ST,25006041,"August 06, 2025",11:35:00 AM,Wednesday,"No, Did not Leave Scene","2023 SUBARU CROSSTREK, 2016 MAZDA 6","Passenger Car, Passenger Car",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.82037107 45.48652343),2,2,0,0,0,Motorist Only,SANTIAGO,SHERBURNE,East Central,55308,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Yes,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-06 09:29:00,Sherburne County Sheriff,0,45.48652343,-93.82037107,57TH ST,25019487,"August 06, 2025",09:29:00 AM,Wednesday,"No, Did not Leave Scene","2020 RAM TRUCKS PROMASTER, 2020 SUBARU CROSSTREK","Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver), Passenger Car",9:00 AM - 9:59 AM,Collision w/ Fixed Object,Traffic Signal or Signal Structure
POINT(-93.14811879 45.11518037),2,2,0,0,0,Motorist Only,SHOREVIEW,RAMSEY,Metro,55126,Not on Tribal Land,Possible Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Other,41 - 55 MPH,No,2025-08-06 17:23:00,Ramsey County Sheriff,2,45.11518037,-93.14811879,LEXINGTON AVE N,25037652,"August 06, 2025",05:23:00 PM,Wednesday,"No, Did not Leave Scene","2001 VOLKSWAGEN PASSAT, 2005 HYUNDAI SONATA","Passenger Car, Passenger Car",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.99567145 45.30336303),4,1,0,0,0,Motorist Only,SILVER CREEK,WRIGHT,East Central,55358,Not on Tribal Land,Suspected Minor Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,T Intersection,41 - 55 MPH,No,2025-08-06 21:47:00,Wright County Sheriff,4,45.303363030000007,-93.99567145,CSAH 8 NW,25021820,"August 06, 2025",09:47:00 PM,Wednesday,"No, Did not Leave Scene",2007 CHEVROLET EQUINOX,Passenger Car,9:00 PM - 9:59 PM,Did Not Describe,Other - Non-Collision
POINT(-93.04936885 45.0791853),2,2,0,0,0,Motorist Only,WHITE BEAR LAKE,RAMSEY,Metro,55110,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,No,No,Clear,Dry,County State Aid Highway - CSAH,Four-Way Intersection,31 - 40 MPH,No,2025-08-06 09:06:00,White Bear Lake Police Dept,0,45.0791853,-93.04936885,HIGHWAY 96 E,25012579,"August 06, 2025",09:06:00 AM,Wednesday,"No, Did not Leave Scene","2010 FREIGHTLINER CONVENTIONAL, 2010 FORD ESCAPE","Medium / Heavy Trucks (More than 10,000lbs), Sport Utility Vehicle",9:00 AM - 9:59 AM,Collision w/ Non-Fixed Object,Other - Non Fixed Object
POINT(-95.10598183 45.00832395),2,2,0,0,0,Motorist Only,WHITEFIELD,KANDIYOHI,Southwest,56201,Not on Tribal Land,Possible Injury,No,Yes,Unknown,No,No,Cloudy,Dry,County State Aid Highway - CSAH,Four-Way Intersection,41 - 55 MPH,No,2025-08-06 06:14:00,MN State Patrol District 2600 - St Cloud,1,45.00832395,-95.10598183,120TH AVE SW AT 45TH ST SW,25602569,"August 06, 2025",06:14:00 AM,Wednesday,"No, Did not Leave Scene","2022 GMC CANYON, 2023 FORD F150","Pickup, Pickup",6:00 AM - 6:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.282938 45.06927755),2,2,0,0,0,Motorist Only,BROOKLYN CENTER,HENNEPIN,Metro,55430,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 15:20:00,MN State Patrol District 2500 - Golden Valley,0,45.06927755,-93.282938,EASTBOUNED ISTH 694 AT ISTH 94,25509784,"August 06, 2025",03:20:00 PM,Wednesday,"No, Did not Leave Scene","2008 FORD TAURUS, 2012 FORD EXPLORER","Passenger Car, Sport Utility Vehicle",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.5178566 45.16143347),2,2,0,0,0,Motorist Only,DAYTON,HENNEPIN,Metro,55369,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 08:00:00,MN State Patrol District 2500 - Golden Valley,0,45.16143347,-93.5178566,WB ISTH 94 AT BROCKTON LN N,25509762,"August 06, 2025",08:00:00 AM,Wednesday,"No, Did not Leave Scene","2016 CHEVROLET SILVERADO, 2016 FORD EDGE","Pickup, Sport Utility Vehicle",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.36748123 44.97141702),3,3,0,0,0,Motorist Only,GOLDEN VALLEY,HENNEPIN,Metro,55426,Not on Tribal Land,No Apparent Injury,No,Yes,Yes,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-06 17:35:00,MN State Patrol District 2500 - Golden Valley,0,44.971417020000004,-93.36748123,EB I-394 @ LOUISIANA AVE,25509796,"August 06, 2025",05:35:00 PM,Wednesday,"No, Did not Leave Scene","2018 TOYOTA RAV4, 2019 TOYOTA RAV4, 2010 FORD FUSION","Passenger Car, Sport Utility Vehicle, Passenger Car",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.37005615 44.97141702),2,2,0,0,0,Motorist Only,GOLDEN VALLEY,HENNEPIN,Metro,55426,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 15:39:00,MN State Patrol District 2500 - Golden Valley,0,44.971417020000004,-93.37005615,EB 394 / LOUISANA AVE,25509786,"August 06, 2025",03:39:00 PM,Wednesday,"No, Did not Leave Scene","2003 TOYOTA CAMRY, 2020 NISSAN ROGUE","Passenger Car, Sport Utility Vehicle",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.39898109 44.97342081),2,2,0,0,0,Motorist Only,GOLDEN VALLEY,HENNEPIN,Metro,55426,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 11:58:00,MN State Patrol District 2500 - Golden Valley,0,44.97342081,-93.39898109,ISTH 394,25509772,"August 06, 2025",11:58:00 AM,Wednesday,"No, Did not Leave Scene","2016 FORD TRANSIT CONNECT, 2006 BUICK LUCERNE","Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver), Passenger Car",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.12106133 45.17550269),2,2,0,0,0,Motorist Only,LINO LAKES,ANOKA,Metro,55014,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-06 09:21:00,MN State Patrol District 2500 - Golden Valley,0,45.17550269,-93.12106133,35,25509914,"August 06, 2025",09:21:00 AM,Wednesday,"No, Did not Leave Scene","2016 RANGE ROVER DISCOVERY SPORT, 2025 UNKNOWN UNKNOWN","Sport Utility Vehicle, Other",9:00 AM - 9:59 AM,Did Not Describe,Other - Non-Collision
POINT(-93.08971167 45.01422504),2,2,0,0,0,Motorist Only,LITTLE CANADA,RAMSEY,Metro,55117,Not on Tribal Land,Possible Injury,Yes,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 08:50:00,MN State Patrol District 2400 - Oakdale,1,45.01422504,-93.08971167,SB35E/HWY36,25406477,"August 06, 2025",08:50:00 AM,Wednesday,"No, Did not Leave Scene","2014 DODGE CHARGER, 2022 MAZDA CX-5","Passenger Car, Passenger Car",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.48011255 45.11799367),2,2,0,0,0,Motorist Only,MAPLE GROVE,HENNEPIN,Metro,55369,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 19:57:00,MN State Patrol District 2500 - Golden Valley,0,45.11799367,-93.48011255,ISTH 94,25509801,"August 06, 2025",07:57:00 PM,Wednesday,"No, Did not Leave Scene","2013 LEXUS RX, 2018 FORD F350 SUPER DUTY","Sport Utility Vehicle, Pickup",7:00 PM - 7:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.08954001 44.99588266),2,2,0,0,0,Motorist Only,MAPLEWOOD,RAMSEY,Metro,55117,Not on Tribal Land,No Apparent Injury,Yes,Yes,No,No,No,Cloudy,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 08:10:00,MN State Patrol District 2400 - Oakdale,0,44.99588266,-93.08954001,SB35E/LARPENTEUR AVE,25406475,"August 06, 2025",08:10:00 AM,Wednesday,"No, Did not Leave Scene","2021 FORD F250, 2023 INTERNATIONAL LONESTAR","Pickup, Medium / Heavy Trucks (More than 10,000lbs)",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.25023651 44.97311721),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55454,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-06 16:42:00,MN State Patrol District 2500 - Golden Valley,0,44.97311721,-93.25023651,SB  35W AT WASHGTION,25509792,"August 06, 2025",04:42:00 PM,Wednesday,"No, Did not Leave Scene","2010 HONDA CR-V, 2023 HYUNDAI TUCSON","Passenger Car, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.20955277 44.96066827),1,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55414,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,Yes,2025-08-06 11:38:00,MN State Patrol District 2500 - Golden Valley,0,44.96066827,-93.20955277,EB 94 I/HURON BLVD,25509773,"August 06, 2025",11:38:00 AM,Wednesday,"Yes, Driver or Car and Driver Left Scene","2013 FREIGHTLINER UNKNOWN, 2024 GREAT DANE TRAILERS 1GR","Medium / Heavy Trucks (More than 10,000lbs), Other Light Trucks (10,000lbs or Less)",11:00 AM - 11:59 AM,Collision w/ Fixed Object,Concrete Traffic Barrier
POINT(-93.23693276 44.9918766),4,4,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55413,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-06 17:19:00,MN State Patrol District 2500 - Golden Valley,0,44.9918766,-93.23693276,NB35W AT HENNEPIN,25509795,"August 06, 2025",05:19:00 PM,Wednesday,"No, Did not Leave Scene","2018 HONDA CR-V, 2015 VOLVO XC60, 2012 MERCEDES BENZ E, 2025 MITSUBISHI OUTLANDER SPORT","Sport Utility Vehicle, Sport Utility Vehicle, Passenger Car, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.32173348 44.97036956),3,3,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55405,Not on Tribal Land,Suspected Minor Injury,No,Yes,No,Yes,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 00:08:00,MN State Patrol District 2500 - Golden Valley,1,44.97036956,-93.32173348,ISTH-394 @ THEODORE WIRTH PKWY,25509754,"August 06, 2025",12:08:00 AM,Wednesday,"No, Did not Leave Scene","2015 JEEP (POST 1988) CHEROKEE, 2016 CHEVROLET CRUZE, 2008 TOYOTA RAV4","Sport Utility Vehicle, Passenger Car, Sport Utility Vehicle",12:00 AM - 12:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.76419067 45.28974283),2,2,0,0,0,Motorist Only,MONTICELLO,WRIGHT,East Central,55362,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-06 07:16:00,MN State Patrol District 2600 - St Cloud,0,45.28974283,-93.76419067,ISTH 94,25602570,"August 06, 2025",07:16:00 AM,Wednesday,"No, Did not Leave Scene","2013 FORD FUSION, 2010 CHEVROLET EXPRESS G2500","Passenger Car, Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver)",7:00 AM - 7:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.78472567 45.29537334),2,2,0,0,0,Motorist Only,MONTICELLO,WRIGHT,East Central,55362,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-06 22:56:00,MN State Patrol District 2600 - St Cloud,0,45.29537334,-93.78472567,ISTH 94 MP 194,25602579,"August 06, 2025",10:56:00 PM,Wednesday,"No, Did not Leave Scene","2014 CHRYSLER TOWN & COUNTRY, 2024 VOLKSWAGEN TIGUAN","Passenger Car, Sport Utility Vehicle",10:00 PM - 10:59 PM,Collision w/ Non-Fixed Object,Animal Alive Before Crash
POINT(-96.77933693 46.84768876),3,2,0,0,0,Motorist Only,MOORHEAD,CLAY,West Central,56560,Not on Tribal Land,No Apparent Injury,No,Not Completely,Yes,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",31 - 40 MPH,Yes,2025-08-06 17:09:00,MN State Patrol District 2900 - Detroit Lakes,0,46.847688760000004,-96.77933693,ISTH 94,25901482,"August 06, 2025",05:09:00 PM,Wednesday,"No, Did not Leave Scene","2015 JEEP (POST 1988) CHEROKEE, 2008 TOYOTA 4RUNNER","Sport Utility Vehicle, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.22388649 45.06473101),2,2,0,0,0,Motorist Only,NEW BRIGHTON,RAMSEY,Metro,55112,Not on Tribal Land,No Apparent Injury,Yes,Yes,Unknown,Yes,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 16:33:00,MN State Patrol District 2500 - Golden Valley,0,45.06473101,-93.22388649,WESTBOUND ISTH 694 AT SILVER LAKE ROAD,25509791,"August 06, 2025",04:33:00 PM,Wednesday,"No, Did not Leave Scene","2024 TOYOTA RAV4, 2006 HONDA PILOT","Sport Utility Vehicle, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.46009437 44.98330263),2,2,0,0,0,Motorist Only,PLYMOUTH,HENNEPIN,Metro,55447,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 08:21:00,Hennepin County Sheriff,0,44.983302630000004,-93.46009437,ISTH 494,25013741,"August 06, 2025",08:21:00 AM,Wednesday,"No, Did not Leave Scene","2004 LEXUS E, 2007 TOYOTA HIGHLANDER","Passenger Car, Sport Utility Vehicle",8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-96.34692192 46.60646693),2,1,0,0,0,Motorist Only,PRAIRIE VIEW,WILKIN,West Central,56579,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Rain,Water (Standing or Moving),Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-06 03:53:00,MN State Patrol District 2900 - Detroit Lakes,0,46.60646693,-96.34692192,ISTH 94,25901473,"August 06, 2025",03:53:00 AM,Wednesday,"No, Did not Leave Scene",2025 MERCEDES BENZ SPRINTER 2500,"Other Light Trucks (10,000lbs or Less)",3:00 AM - 3:59 AM,Non-Collision,Overturn/Rollover
